name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Fresh on Bloor,962,Vegan and Vegetarian Restaurant,43.666876,-79.403414,8.8,380.0,Follow us on Twitter at: @FreshOnBloor,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,"Not vegetarian/vegan but this is always one spots I come with my vegetarian friends. Food is good and healthy. Today I had a chipotle burger,  sweet potato fries and a strawberry swirl smoothie.",Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Galbraith Rd / King's College Rd
Saigon Lotus,742,Vegan and Vegetarian Restaurant,43.65445,-79.399046,7.8,18.0,Saigon Lotus is a Vietnamese Vegan Restaurant located in Chinatown Toronto,"6 St Andrew St (Spadina Ave), Toronto ON M5T 1K6",(416) 901-1115,Amazing food.  Didn’t thing vegan food would be so good and it was not that costly.,Open Daily 11:00-23:00,Galbraith Rd / King's College Rd
King's Cafe,858,Café,43.654065,-79.402024,7.7,67.0,,"192 Augusta Ave, Toronto ON M5T 2L6",(416) 591-1340,A little pricy but the food is VERY delicious.  Will be going back.,Mon-Sat 11:30-21:30; Sun 11:30-21:00,Galbraith Rd / King's College Rd
Veggie d'Light,703,Caribbean,43.655062,-79.399892,7.4,8.0,,"160A Baldwin St (Spadina & Baldwin), Toronto ON M5T 3K7",(647) 352-7581,"Have the meal combo, they always give you extra... :)",Open Daily 11:00-20:00,Galbraith Rd / King's College Rd
Freshii,912,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Galbraith Rd / King's College Rd
The Hogtown Vegan,881,Vegan and Vegetarian Restaurant,43.657127,-79.405458,7.0,20.0,,"382 College St, Toronto ON M5T 1S7",(416) 546-7900,They the Reuben sandwich,Mon-Fri 12:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,Galbraith Rd / King's College Rd
Gerstein Science Information Centre,247,Library,43.662141,-79.393633,,,"The Gerstein Science Information Centre is the largest academic Science and Medicine library in Canada, and the 2nd largest library at the University of Toronto.","9 King's College Cir (University of Toronto), Toronto ON M5S 1A5",(416) 978-2280,No where better to study,Mon-Thu 8:30-23:00; Fri 8:30-22:00; Sat 9:00-22:00; Sun 10:00-22:00,Galbraith Rd / King's College Rd
Centre of Criminology Library,293,Library,43.66228,-79.392487,,,,"14 Queen's Pk Cres W (University and College), Toronto ON M5S 3K9",(416) 978-7068,,,Galbraith Rd / King's College Rd
Osborne Collection of Early Children's,361,Library,43.657978,-79.398394,,,,"239 College St, Toronto ON M5T 1R5",(416) 393-7753,,Mon-Fri 10:00-18:00; Sat 9:00-17:00,Galbraith Rd / King's College Rd
Hello 123,973,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",Exhibition GO Station
Oasis Pictures,288,Library,43.636274,-79.422039,,,,"6 Pardee Ave, Toronto ON M6K 3H5",(416) 588-6595,,,Exhibition GO Station
Oasis Pictures,697,Library,43.636274,-79.422039,,,,"6 Pardee Ave, Toronto ON M6K 3H5",(416) 588-6595,,,Princes' Blvd / Nunavut Rd
Freshii,210,Salad,43.78015897866636,-79.4163996741068,5.9,8.0,,"5650 Yonge St, Toronto ON M2M 4G3",(416) 225-3451,"If you need your protein hit after the gym, they can make a shake with whey, water and blended ice only. Not on the menu, need to ask.",Mon 10:00-20:00; Tue-Fri 10:30-20:00; Sat-Sun 11:00-19:00,Finch Subway Station 
Freshii,672,Restaurant,43.71425358422347,-79.45588693215763,,,,"3070 Dufferin Street, North York ON M6A 2S6",(416) 635-0060,,Open Daily 9:00-18:00,Glen Long Community Centre
Freshii,463,Vegan and Vegetarian Restaurant,43.77074777110101,-79.18402947410726,,,,"4525 Kingston Rd (Morningside Ave. & Kingston Rd.), Scarborough ON M1E 2P1",(437) 317-0682,,,Ling Rd / Morningside Ave
Toronto Public Library,650,Library,43.769825,-79.178511,,,,"4279 Lawrence Ave E, Toronto ON M1E 2S8",(416) 396-8881,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Ling Rd / Morningside Ave
Moving Images Photography - Photographers Toront o,272,Library,43.619831,-79.486451,,,,"2282 Lake Shore Blvd W, Toronto ON M8V 1B3",(416) 271-1957,,,Lake Shore Blvd W / Legion Rd
Freshii,293,Salad,43.6231313,-79.483768,,,,"8 Park Lawn Road, Etobicoke ON M8V 1A4",(437) 317-5639,,Mon-Fri 11:00-21:00; Sat-Sun 12:00-20:30,Lake Shore Blvd W / Legion Rd
Etobicoke Public Library,477,Library,43.598233,-79.509258,,,,"110 11th St (Lakeshore W & Morrison), Toronto ON M8V 3G5",(416) 394-5350,They've got books!,Tue 10:00-18:00; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Lake Shore Blvd W / Seventeenth St
Freshii,383,Gluten-free,43.6454999,-79.5229205,,,,"3300 Bloor St W (Islington), Etobicoke ON M8X 2X4",(416) 234-8888,,Mon-Fri 10:30-20:00; Sat 11:00-16:00,Mabelle Park
Brentwood Public Library,764,Library,43.64748,-79.514244,7.4,9.0,,"36 Brentwood Rd N (at Bloor St. W), Toronto ON M8X 2B5",(416) 394-5240,Second floor is a circus of noise performed by staff. Patrons try to concentrate to no avail. Earplugs? Noise comes through. Half the staff talks as loud as they can. The other throw books in carrels.,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Islington Subway Station (Aberfoyle Cres)
Freshii,42,Gluten-free,43.6454999,-79.5229205,,,,"3300 Bloor St W (Islington), Etobicoke ON M8X 2X4",(416) 234-8888,,Mon-Fri 10:30-20:00; Sat 11:00-16:00,Islington Subway Station (Aberfoyle Cres)
Thrive Organic Kitchen & Cafe,291,Café,43.59499,-79.530401,7.5,24.0,,"3473 Lake Shore Blvd W (Thirty First St), Toronto ON M8W 1N5",(416) 252-7700,Their sandwiches and quesadillas never disappoint!,Open Daily 9:00-21:00,Lake Shore Blvd W / Long Branch Ave
Long Branch Public Library,205,Library,43.595241,-79.531562,6.5,10.0,,"3500 Lake Shore Blvd W, Toronto ON M8W 1N6",(416) 394-5320,Only Thursday is late n,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Lake Shore Blvd W / Long Branch Ave
The Fix + Co,349,Juice Bar,43.595606,-79.52966,,,,"1 30th St (Lakeshore), Toronto ON M8W 3B5",(416) 259-7525,,Mon-Fri 9:00-18:00; Sat 10:00-16:00,Lake Shore Blvd W / Long Branch Ave
Allin Mikuna Soups Inc,923,Vegan and Vegetarian Restaurant,43.598124,-79.544173,,,,"244 Browns Line, Etobicoke ON M8W 3T4",(416) 551-5169,,Tue-Fri 11:00-20:00; Sat 10:00-16:00,Lake Shore Blvd W / Long Branch Ave
Etobicoke Public Library,885,Library,43.598233,-79.509258,,,,"110 11th St (Lakeshore W & Morrison), Toronto ON M8V 3G5",(416) 394-5350,They've got books!,Tue 10:00-18:00; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Second St / Lake Shore Blvd W
Freshii,786,Gluten-free,43.6454999,-79.5229205,,,,"3300 Bloor St W (Islington), Etobicoke ON M8X 2X4",(416) 234-8888,,Mon-Fri 10:30-20:00; Sat 11:00-16:00,Bloor St W / Dundas St W (2)
Rosalinda,461,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Temperance St Station
Fresh Kitchen + Juice Bar Front,534,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Temperance St Station
Kupfert & Kim,316,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Temperance St Station
Planta Queen,696,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Temperance St Station
PLANTA Burger Financial District,16,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Temperance St Station
Kupfert & Kim,504,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Temperance St Station
Toronto Public Library,358,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Temperance St Station
Planta Burger,17,Burgers,43.651177,-79.37917,,,,"10 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I only had a spicy cocktail & the cauliflower tots but I was impressed. Would definitely come back to try other dishes,Mon-Sat 11:30-19:30,Temperance St Station
Freshii,240,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,Temperance St Station
Freshii,392,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Temperance St Station
Etobicoke Public Library,500,Library,43.598233,-79.509258,,,,"110 11th St (Lakeshore W & Morrison), Toronto ON M8V 3G5",(416) 394-5350,They've got books!,Tue 10:00-18:00; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Sixth St / Lake Shore Blvd W
Rosalinda,493,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Queen St W / John St
Fresh on Spadina,441,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,Queen St W / John St
Kupfert & Kim - Spadina,455,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,Queen St W / John St
Planta Queen,259,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Queen St W / John St
Buddha's Vegetarian Foods,987,Chinese,43.651946,-79.403369,8.3,48.0,,"666 Dundas St W (Bathurst St.), Toronto ON M5T 1H9",(416) 603-3811,Amazing food.  Big portions for little $$,Mon 11:00-21:00; Wed-Sun 11:00-21:00,Queen St W / John St
Parka Food Co,574,Vegan and Vegetarian Restaurant,43.648575,-79.398016,7.6,10.0,"It’s straight-up favourites with a gourmet twist. No salads. No mock meats. Never any processed patties. Just fresh vegetables and high-quality wholesome ingredients transformed into delicious vegetable-first comfort food – because eating well should be fun and easy, never a chore or a sacrifice.","424 Queen St W, Toronto ON M5V 2A7",(416) 603-3363,Excellent vegan burgers! Highly recommend for a quick snack. 😋,Mon-Sat 11:30-21:00; Sun 12:00-19:00,Queen St W / John St
Saigon Lotus,792,Vegan and Vegetarian Restaurant,43.65445,-79.399046,7.8,18.0,Saigon Lotus is a Vietnamese Vegan Restaurant located in Chinatown Toronto,"6 St Andrew St (Spadina Ave), Toronto ON M5T 1K6",(416) 901-1115,Amazing food.  Didn’t thing vegan food would be so good and it was not that costly.,Open Daily 11:00-23:00,Queen St W / John St
Kupfert & Kim,795,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Queen St W / John St
King's Cafe,971,Café,43.654065,-79.402024,7.7,67.0,,"192 Augusta Ave, Toronto ON M5T 2L6",(416) 591-1340,A little pricy but the food is VERY delicious.  Will be going back.,Mon-Sat 11:30-21:30; Sun 11:30-21:00,Queen St W / John St
Greens Vegetarian Restaurant,917,Vegan and Vegetarian Restaurant,43.652118,-79.402555,7.6,40.0,,"638 Dundas St W (Dundas St. W), Toronto ON M5T 1H8",(416) 603-3337,"Your normal Chinese vegetarian restaurant. Large portions, some mock meat, lots of stirfries and noodles. Hits the spot!",Open Daily 11:30-21:30,Queen St W / John St
Fresh on Spadina,367,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,Maud St / Adelaide St W
Kupfert & Kim - Spadina,352,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,Maud St / Adelaide St W
Toronto Public Library,763,Library,43.639252,-79.400408,8.6,42.0,,"190 Fort York Blvd, Toronto ON M5V 0E7",(416) 393-6240,TRde her yerde kutuphane vardi da biz mi gitmedik,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,Maud St / Adelaide St W
Buddha's Vegetarian Foods,719,Chinese,43.651946,-79.403369,8.3,48.0,,"666 Dundas St W (Bathurst St.), Toronto ON M5T 1H9",(416) 603-3811,Amazing food.  Big portions for little $$,Mon 11:00-21:00; Wed-Sun 11:00-21:00,Maud St / Adelaide St W
Parka Food Co,299,Vegan and Vegetarian Restaurant,43.648575,-79.398016,7.6,10.0,"It’s straight-up favourites with a gourmet twist. No salads. No mock meats. Never any processed patties. Just fresh vegetables and high-quality wholesome ingredients transformed into delicious vegetable-first comfort food – because eating well should be fun and easy, never a chore or a sacrifice.","424 Queen St W, Toronto ON M5V 2A7",(416) 603-3363,Excellent vegan burgers! Highly recommend for a quick snack. 😋,Mon-Sat 11:30-21:00; Sun 12:00-19:00,Maud St / Adelaide St W
Saigon Lotus,922,Vegan and Vegetarian Restaurant,43.65445,-79.399046,7.8,18.0,Saigon Lotus is a Vietnamese Vegan Restaurant located in Chinatown Toronto,"6 St Andrew St (Spadina Ave), Toronto ON M5T 1K6",(416) 901-1115,Amazing food.  Didn’t thing vegan food would be so good and it was not that costly.,Open Daily 11:00-23:00,Maud St / Adelaide St W
Greens Vegetarian Restaurant,705,Vegan and Vegetarian Restaurant,43.652118,-79.402555,7.6,40.0,,"638 Dundas St W (Dundas St. W), Toronto ON M5T 1H8",(416) 603-3337,"Your normal Chinese vegetarian restaurant. Large portions, some mock meat, lots of stirfries and noodles. Hits the spot!",Open Daily 11:30-21:30,Maud St / Adelaide St W
King's Cafe,935,Café,43.654065,-79.402024,7.7,67.0,,"192 Augusta Ave, Toronto ON M5T 2L6",(416) 591-1340,A little pricy but the food is VERY delicious.  Will be going back.,Mon-Sat 11:30-21:30; Sun 11:30-21:00,Maud St / Adelaide St W
Toronto Public Library,843,Library,43.652073,-79.405493,6.8,9.0,,"327 Bathurst St (at Dundas St.), Toronto ON M5T 1J1",(416) 393-7653,It was my first time visiting public library.. It is so amazing .. You can see all levels of people there .. I enjoyed my time.,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Maud St / Adelaide St W
Freshii,322,Fast Food,43.6477238,-79.3963574,6.3,36.0,,"140 Spadina Ave (at Richmond), Toronto ON M5V 2L4",(416) 203-8456,"Salads are pretty skimpy on the toppings considering the price. Tofu is just cut up cubes with nothing done to them, so pretty boring.",Mon-Fri 10:00-21:00; Sat-Sun 11:00-21:00,Maud St / Adelaide St W
Mount Dennis Library,213,Library,43.686723,-79.488369,,,,"1123 Weston Rd, Toronto ON M6N 3S3",(416) 394-1008,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,York Recreation Centre
Toronto Public Library,535,Library,43.68656,-79.488296,,,"Closest major intersection Weston Rd & Eglinton Ave W. Located on SE corner of Weston Rd & Eglinton Ave W, beside Church of the Good Shepherd. Express Checkout - Pedometer Lending - Internet/Microsoft Office workstations (20) - Wi-Fi - Large collection in Spanish - Small collection in Vietnamese","1123 Weston Rd (btwn Eglinton & Barr), Toronto ON M6N 3S3",(416) 394-1008,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,York Recreation Centre
York Public Library,812,Library,43.686152,-79.472416,,,,"120 Trowell Ave, Toronto ON M6M 1L7",(416) 394-1006,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,York Recreation Centre
V's Caribbean Restaurant,830,Caribbean,43.68822,-79.492448,,,,"1221 Weston Rd, Toronto ON M6M 4P7",(416) 249-1221,Great food! Maple jerk tofu is to die for. Highly recommend. Bring cash.,Tue-Sat 10:00-19:00,York Recreation Centre
V's Caribbean Restaurant,883,Caribbean,43.68822,-79.492448,,,,"1221 Weston Rd, Toronto ON M6M 4P7",(416) 249-1221,Great food! Maple jerk tofu is to die for. Highly recommend. Bring cash.,Tue-Sat 10:00-19:00,Trethewey Dr / Black Creek Dr
Mount Dennis Library,895,Library,43.686723,-79.488369,,,,"1123 Weston Rd, Toronto ON M6N 3S3",(416) 394-1008,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Trethewey Dr / Black Creek Dr
Toronto Public Library,999,Library,43.68656,-79.488296,,,"Closest major intersection Weston Rd & Eglinton Ave W. Located on SE corner of Weston Rd & Eglinton Ave W, beside Church of the Good Shepherd. Express Checkout - Pedometer Lending - Internet/Microsoft Office workstations (20) - Wi-Fi - Large collection in Spanish - Small collection in Vietnamese","1123 Weston Rd (btwn Eglinton & Barr), Toronto ON M6N 3S3",(416) 394-1008,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Trethewey Dr / Black Creek Dr
YCC 241 Library,890,Library,43.675901,-79.505707,,,,"250A Scarlett Rd, York ON M6N 4X5",(647) 347-6175,,,Jane St / Haney Ave
York Public Library,815,Library,43.665447,-79.49134,7.4,11.0,,"620 Jane St (at Dundas St W), Toronto ON M6S 4A6",(416) 394-1014,Love this library but hate it when the Runnymede people are there. They don't let you read anything because they are toooooo loud!,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Scarlett Rd / Eileen Ave
YCC 241 Library,912,Library,43.675901,-79.505707,,,,"250A Scarlett Rd, York ON M6N 4X5",(647) 347-6175,,,Scarlett Rd / Eileen Ave
Good Grains,950,Vegan and Vegetarian Restaurant,43.661865,-79.507971,,,,"4134 Dundas St W, Etobicoke ON M8X 1X3",(416) 617-8490,,Tue-Fri 11:00-19:00; Sat 10:00-14:00,Scarlett Rd / Eileen Ave
Corporation of the City of Toronto,830,Library,43.665447,-79.49134,,,,"620 Jane St, York ON M6S 4A6",(416) 394-1014,,,Scarlett Rd / Eileen Ave
